,potential,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,attacking_work_rate,defending_work_rate,overall
8113,67,25,178,69,1.0,3,3,1,63.0,60.0,64.0,72.0,31.0,53.0,62,69,50,67,67,73,71,70,61,68,68,59,77,68,79,49,61,59,54,41,40,40,76,62,68,65,18,33,31,9,10,9,16,16,3,3,67
9769,76,20,180,68,1.0,3,2,1,83.0,63.0,56.0,70.0,41.0,55.0,61,61,45,57,59,71,63,47,49,67,82,83,83,57,80,69,77,60,47,67,65,29,59,53,49,51,27,57,54,11,7,13,13,11,3,3,66
13033,71,22,172,75,1.0,3,2,1,74.0,63.0,53.0,64.0,33.0,73.0,54,70,61,52,57,63,51,52,48,63,75,74,65,55,70,55,81,79,70,55,72,34,64,60,65,74,39,20,19,7,10,12,12,6,5,1,63
9649,76,21,165,61,1.0,2,4,1,68.0,62.0,68.0,68.0,52.0,73.0,70,60,49,72,61,67,65,67,62,69,68,68,74,60,61,68,56,80,73,58,66,51,65,62,66,64,50,55,51,7,14,9,9,14,5,3,66
575,79,28,175,60,1.0,3,4,2,76.0,79.0,75.0,80.0,58.0,68.0,74,78,67,78,76,80,79,68,65,80,78,75,83,81,84,79,65,79,60,81,74,54,83,79,70,77,63,57,49,14,10,8,13,9,5,3,79
10218,69,25,187,77,3.0,3,2,1,57.0,42.0,59.0,58.0,63.0,73.0,49,42,62,64,38,55,44,51,64,62,55,59,57,61,64,43,76,70,78,39,61,62,39,62,53,63,64,64,61,8,6,9,16,7,1,5,65
10097,65,32,183,79,1.0,2,2,1,69.0,32.0,40.0,50.0,62.0,73.0,22,26,61,53,28,47,30,27,50,53,65,73,48,57,50,63,75,55,81,16,76,64,27,32,38,53,59,63,64,9,6,10,8,14,1,5,65
7461,71,27,190,85,1.0,2,2,1,57.0,46.0,62.0,62.0,66.0,78.0,57,32,70,68,53,62,56,41,72,66,54,60,57,65,45,67,61,70,84,54,75,64,50,55,51,68,65,68,62,15,14,13,8,7,3,3,68
3589,72,21,180,69,1.0,3,3,1,69.0,64.0,73.0,73.0,43.0,54.0,71,67,51,73,62,73,72,67,69,76,68,70,73,65,70,55,67,66,54,66,37,46,74,78,64,66,26,54,42,11,15,12,9,7,3,3,72
15858,69,21,180,80,3.0,3,2,1,72.0,56.0,52.0,64.0,29.0,65.0,59,59,42,55,49,65,47,45,49,64,69,74,71,50,68,61,56,68,68,47,55,25,50,47,55,49,26,31,30,10,5,6,9,7,3,3,60
5981,77,23,185,72,2.0,2,3,1,72.0,39.0,66.0,71.0,69.0,61.0,70,35,60,71,37,69,50,35,64,71,74,71,76,70,74,44,72,69,57,34,60,66,70,65,48,71,69,73,67,10,6,9,11,12,3,3,69
12247,63,34,183,76,4.0,3,3,1,71.0,59.0,64.0,64.0,53.0,65.0,68,57,47,63,58,64,67,53,62,63,72,70,71,61,70,63,49,75,68,62,49,54,61,63,51,60,52,56,54,12,8,10,12,8,3,3,63
13164,70,22,187,83,1.0,3,2,1,66.0,47.0,60.0,61.0,63.0,70.0,61,43,55,64,42,58,48,48,63,62,67,66,66,62,62,55,62,80,69,49,61,58,58,54,45,64,66,65,64,11,6,12,5,10,3,3,63
7879,67,28,179,80,1.0,2,3,1,76.0,49.0,60.0,64.0,60.0,70.0,65,47,52,66,37,64,56,52,64,59,74,78,74,65,78,60,65,68,75,42,60,63,40,45,62,64,55,64,66,14,13,7,7,10,3,3,67
7506,67,34,175,66,1.0,3,3,1,58.0,53.0,67.0,67.0,63.0,66.0,67,41,57,66,34,65,71,66,64,67,67,51,71,68,74,68,71,71,63,68,66,68,65,69,51,68,57,68,65,9,12,11,12,8,5,3,67
1659,76,27,178,71,1.0,4,3,1,68.0,69.0,75.0,76.0,63.0,66.0,69,68,57,78,56,74,73,77,77,78,67,69,79,72,82,71,60,81,61,73,61,66,68,76,72,73,64,65,57,9,10,12,13,7,3,3,75
10764,78,20,183,73,1.0,4,3,1,74.0,65.0,52.0,63.0,25.0,68.0,45,66,63,58,60,61,55,51,44,63,75,74,68,62,66,68,62,64,72,62,63,21,65,52,64,65,19,24,19,13,10,14,11,9,3,1,65
17117,71,20,180,75,2.0,3,2,1,57.0,56.0,56.0,59.0,41.0,51.0,48,55,35,60,42,58,49,56,58,61,62,53,65,44,69,61,41,34,62,58,48,39,51,56,46,44,34,49,44,9,8,14,11,5,3,3,57
15313,63,26,165,64,1.0,3,2,1,56.0,52.0,60.0,62.0,55.0,64.0,57,52,44,63,37,60,54,59,60,59,52,60,73,61,79,56,68,68,60,54,67,56,57,57,35,53,53,59,59,6,6,6,5,14,5,3,60
6959,72,24,181,70,1.0,2,2,1,77.0,43.0,63.0,64.0,63.0,67.0,66,34,59,65,36,64,59,55,64,64,73,81,66,60,71,56,69,74,71,49,50,65,58,60,46,64,63,64,62,14,6,7,13,12,5,3,68
13756,65,25,172,67,3.0,4,3,1,77.0,44.0,60.0,63.0,55.0,59.0,63,44,45,64,31,61,68,65,59,58,82,73,85,52,84,41,73,68,57,50,48,57,54,49,38,51,53,59,57,11,14,13,7,7,3,3,62
2673,75,26,183,79,1.0,3,3,1,72.0,63.0,72.0,70.0,68.0,72.0,77,56,69,69,59,70,75,69,72,72,69,74,72,68,67,74,82,82,68,66,67,66,65,70,65,68,66,71,70,12,16,7,9,16,5,3,73
3361,72,31,187,86,1.0,3,2,1,59.0,48.0,59.0,62.0,72.0,75.0,56,42,69,64,33,59,52,57,67,65,52,65,60,64,56,65,73,67,81,51,72,71,43,47,36,69,70,75,72,8,7,14,11,9,3,3,72
18150,63,22,175,81,1.0,3,2,1,59.0,53.0,38.0,50.0,18.0,55.0,29,55,53,43,49,47,35,28,31,53,66,54,53,53,61,53,84,52,61,47,36,16,56,46,60,42,18,10,14,9,8,11,11,14,5,3,54
16958,66,24,175,68,1.0,2,2,1,57.0,33.0,49.0,55.0,57.0,61.0,32,25,50,60,26,52,42,34,55,54,56,57,63,52,76,47,60,69,57,34,61,58,34,46,43,48,58,58,54,6,14,8,15,11,3,5,58
12146,75,19,172,70,1.0,3,2,1,67.0,57.0,57.0,62.0,62.0,62.0,44,56,50,66,41,60,45,53,63,63,76,60,71,55,74,65,53,67,58,58,66,67,57,55,51,51,58,67,61,12,8,15,7,14,3,5,64
10981,74,21,168,64,1.0,4,3,1,69.0,63.0,65.0,67.0,45.0,52.0,63,65,53,67,60,67,57,61,63,66,70,69,66,56,85,65,55,66,44,59,55,38,67,66,58,62,41,49,48,10,11,10,7,13,5,1,65
10451,66,28,179,75,1.0,3,2,1,66.0,57.0,60.0,65.0,62.0,68.0,52,54,56,66,22,65,47,59,59,65,68,65,63,63,70,71,54,75,70,59,58,64,64,63,57,67,62,65,59,13,5,13,14,11,3,3,65
15640,66,24,183,73,1.0,3,2,1,72.0,58.0,45.0,58.0,19.0,61.0,32,61,54,54,46,57,44,28,35,59,70,73,58,59,64,58,64,57,68,55,46,14,60,55,61,59,20,11,17,13,10,7,7,15,5,3,60
15822,61,27,186,80,1.0,3,2,1,59.0,33.0,35.0,41.0,58.0,66.0,33,35,69,42,24,35,24,27,34,47,53,63,45,51,43,37,77,53,69,26,73,54,37,28,35,42,55,62,56,12,14,6,7,14,3,5,60
817,78,21,172,70,1.0,4,4,1,78.0,69.0,77.0,79.0,45.0,54.0,82,74,49,79,65,82,69,64,75,77,81,75,79,78,78,60,69,58,49,70,58,53,77,75,46,69,50,38,30,14,8,6,6,9,5,1,78
9980,65,30,175,65,3.0,3,2,1,81.0,50.0,56.0,62.0,58.0,74.0,60,47,51,60,48,59,49,49,53,61,81,81,75,60,78,57,90,90,74,52,49,53,56,50,41,58,60,61,57,12,11,10,14,14,3,3,65
9389,68,26,173,72,3.0,3,3,1,71.0,52.0,59.0,71.0,60.0,68.0,45,49,38,68,48,69,33,36,63,68,77,66,83,67,82,58,85,82,56,59,74,62,49,68,36,67,60,64,67,6,8,14,6,9,3,5,66
782,80,25,192,81,1.0,3,2,1,64.0,41.0,57.0,53.0,81.0,76.0,43,39,79,67,35,43,39,26,68,61,54,73,54,76,52,58,74,67,81,35,74,78,32,59,38,68,79,85,79,10,13,13,15,14,3,3,78
11599,71,23,175,69,1.0,3,3,1,70.0,55.0,62.0,69.0,56.0,58.0,58,55,49,65,55,68,61,48,63,66,72,68,81,63,80,58,52,69,57,52,48,59,64,64,45,63,56,56,54,11,10,6,11,12,3,3,64
10026,65,29,175,70,1.0,3,3,1,77.0,63.0,65.0,68.0,54.0,66.0,66,62,44,66,60,67,66,59,63,67,78,76,76,62,81,67,70,80,57,64,68,59,66,65,60,62,48,60,51,13,9,11,13,9,3,3,65
1102,83,23,180,72,1.0,2,4,2,87.0,71.0,64.0,82.0,45.0,60.0,66,79,80,69,68,84,59,42,54,83,85,88,81,75,78,69,79,62,55,54,67,39,79,68,79,75,38,46,39,10,6,9,5,8,5,3,77
1126,88,19,171,60,1.0,3,4,3,92.0,66.0,67.0,83.0,25.0,67.0,68,67,37,72,54,86,60,44,59,78,94,90,95,75,88,73,76,70,68,59,58,18,74,73,51,72,22,28,25,11,10,8,9,12,5,3,77
10532,65,28,173,68,2.0,3,2,1,69.0,60.0,61.0,67.0,38.0,51.0,61,65,45,64,41,68,52,46,62,69,70,68,65,56,71,51,60,42,58,61,43,23,67,59,53,59,34,47,46,6,14,7,13,7,3,3,65
6798,68,29,177,77,2.0,4,2,1,71.0,41.0,55.0,64.0,62.0,72.0,67,39,61,63,29,59,33,34,52,68,69,72,69,63,73,53,79,79,69,37,68,61,46,40,42,62,58,65,64,15,10,15,9,15,3,3,68
3137,72,36,168,65,1.0,3,2,1,67.0,52.0,63.0,65.0,69.0,71.0,40,42,44,74,48,55,52,59,69,73,72,62,75,60,80,70,81,74,65,52,80,72,60,65,59,75,65,76,78,9,5,11,6,6,5,5,72
4446,79,24,189,90,1.0,3,2,1,59.0,42.0,54.0,59.0,72.0,71.0,48,38,71,64,37,61,48,39,53,62,53,63,46,68,39,57,71,55,78,41,72,71,30,50,42,68,70,74,74,5,10,12,12,10,3,5,71
11073,64,36,183,80,5.0,2,3,1,46.0,60.0,68.0,63.0,65.0,62.0,69,58,53,67,60,62,73,72,68,65,48,44,59,65,65,61,52,52,66,64,65,63,62,64,58,72,70,65,63,11,11,15,16,11,3,5,64
12920,70,22,175,70,1.0,3,3,1,75.0,52.0,59.0,65.0,44.0,60.0,52,55,49,65,44,64,52,48,59,64,76,74,76,52,75,55,63,68,61,46,49,39,59,58,46,57,42,48,46,14,15,12,7,10,5,3,63
4552,83,19,184,76,1.0,3,2,1,58.0,31.0,47.0,57.0,72.0,66.0,32,28,68,66,30,51,30,35,50,65,49,65,40,71,56,44,80,38,75,23,75,71,28,35,43,76,72,73,70,9,13,8,8,8,3,3,71
6140,69,27,176,76,2.0,3,2,1,75.0,67.0,66.0,69.0,44.0,68.0,68,67,62,67,64,66,66,61,67,70,77,74,72,71,72,68,69,80,68,65,55,43,71,65,66,69,39,44,42,11,12,7,6,7,3,3,69
6478,68,38,182,74,1.0,3,2,1,50.0,42.0,52.0,55.0,69.0,69.0,58,38,72,57,39,51,46,30,52,55,51,50,57,70,68,48,85,55,73,41,71,70,55,46,43,59,70,66,65,9,8,16,13,7,1,5,68
17374,72,18,183,72,1.0,2,2,1,82.0,31.0,43.0,49.0,49.0,53.0,51,31,43,45,26,50,39,29,39,44,84,81,63,50,42,32,60,66,47,25,48,51,46,41,42,44,48,51,52,12,11,6,12,9,3,3,57
3725,81,22,182,78,2.0,2,3,1,70.0,59.0,74.0,73.0,61.0,69.0,67,53,59,78,59,72,69,73,73,75,70,70,71,71,64,69,63,76,67,60,69,62,65,75,61,76,59,62,60,6,6,8,7,7,3,3,72
14813,66,25,183,77,1.0,2,2,1,54.0,27.0,38.0,37.0,62.0,64.0,34,28,64,53,26,30,36,22,23,36,58,50,42,55,59,34,79,54,73,18,50,60,29,31,34,60,61,64,62,14,10,10,9,6,1,5,61
5285,79,21,188,75,1.0,4,3,1,63.0,67.0,66.0,69.0,61.0,72.0,55,69,66,73,58,69,54,48,70,72,66,60,64,71,63,68,72,75,74,64,64,57,75,69,55,72,62,63,57,13,6,12,14,6,3,3,70
1797,76,26,174,67,1.0,4,3,1,79.0,73.0,69.0,81.0,36.0,63.0,66,75,50,71,70,81,73,69,63,78,83,75,89,71,86,71,76,76,55,73,61,49,70,70,72,79,32,30,26,9,12,8,15,14,5,3,75
8809,66,31,189,75,1.0,3,2,1,66.0,50.0,55.0,57.0,63.0,80.0,36,43,62,63,39,58,33,60,66,57,69,63,61,57,41,67,76,70,90,55,70,65,32,57,44,62,62,62,64,13,15,8,6,14,3,3,66
5837,74,25,194,85,1.0,2,2,1,37.0,24.0,52.0,49.0,70.0,77.0,29,19,68,64,24,47,31,25,65,55,33,41,32,63,35,34,72,69,86,26,68,68,23,58,28,71,71,72,67,5,12,7,6,13,1,5,69
4942,73,27,191,80,1.0,2,2,1,66.0,32.0,51.0,63.0,72.0,70.0,58,12,70,58,49,60,50,30,56,65,64,67,63,70,67,59,68,75,67,48,74,72,32,32,27,68,72,73,72,9,11,12,12,6,1,5,70
18297,68,20,185,70,1.0,3,2,1,69.0,51.0,45.0,63.0,16.0,49.0,48,52,46,42,51,63,49,31,40,63,68,70,71,53,71,50,58,53,49,51,42,12,51,55,53,58,11,12,17,6,11,12,12,8,5,3,54
15948,75,19,183,74,1.0,2,2,1,74.0,64.0,50.0,62.0,22.0,49.0,39,66,48,56,59,66,52,35,47,59,75,73,59,59,62,68,54,54,53,58,29,14,48,56,69,54,22,20,17,7,13,11,9,5,5,1,60
11878,76,20,183,75,1.0,3,3,1,79.0,48.0,58.0,64.0,55.0,67.0,62,45,48,60,40,62,60,45,58,62,77,80,79,62,72,58,60,76,63,45,67,56,58,54,35,58,52,59,56,9,13,8,8,9,5,3,64
16327,78,17,193,80,1.0,3,3,1,69.0,56.0,48.0,58.0,20.0,57.0,28,58,55,55,50,59,40,44,50,57,71,67,63,64,54,52,61,44,74,55,31,14,64,55,64,50,17,18,15,11,14,12,7,6,3,3,59
10871,77,20,180,74,1.0,3,2,1,64.0,51.0,61.0,64.0,62.0,58.0,49,52,42,65,48,65,47,53,67,64,64,64,62,66,65,48,52,65,56,49,55,65,68,68,54,60,69,60,59,6,11,11,13,6,3,3,65
3612,78,23,193,90,1.0,4,3,1,50.0,55.0,65.0,66.0,71.0,84.0,45,45,68,76,43,68,54,40,74,73,47,52,45,73,33,73,68,83,89,58,77,72,67,68,52,68,69,73,69,11,5,14,11,11,3,3,72
13318,77,18,181,73,1.0,3,3,1,84.0,61.0,54.0,66.0,30.0,49.0,57,62,42,56,61,65,57,43,49,67,84,84,72,57,74,67,67,53,47,52,45,29,59,53,60,57,25,33,26,10,9,6,12,8,3,3,63
18083,71,18,172,68,3.0,3,2,1,71.0,43.0,50.0,60.0,50.0,50.0,35,45,45,62,40,55,50,31,58,55,71,71,88,65,87,49,62,62,42,32,53,49,53,45,43,43,50,52,46,13,8,6,13,10,3,3,55
8209,77,22,184,67,1.0,3,3,1,75.0,39.0,59.0,64.0,60.0,65.0,73,32,43,62,37,63,53,35,51,61,72,77,70,63,71,51,73,69,64,40,60,60,60,54,35,64,63,63,57,13,12,14,8,12,3,3,67
1295,76,28,175,70,1.0,3,3,2,73.0,69.0,73.0,77.0,35.0,64.0,74,68,42,75,63,78,74,68,70,77,76,70,74,77,80,74,51,77,61,73,60,32,73,74,53,76,34,37,34,12,15,14,8,9,3,3,76
12979,63,27,175,65,1.0,3,2,1,69.0,59.0,60.0,65.0,56.0,50.0,60,56,41,62,59,62,60,61,55,62,72,66,82,57,87,62,71,64,38,61,55,58,63,60,60,60,55,60,56,15,14,14,13,9,3,5,63
10564,79,21,185,76,1.0,3,2,1,72.0,39.0,52.0,60.0,63.0,72.0,60,36,55,53,33,62,51,37,49,60,71,73,57,57,54,45,69,67,75,36,69,62,53,50,44,55,63,65,63,9,7,5,8,7,3,3,65
12315,63,30,178,77,4.0,3,3,1,81.0,58.0,56.0,64.0,38.0,66.0,64,57,59,55,49,63,50,43,51,61,80,81,80,58,79,61,56,73,71,57,48,35,60,58,57,59,32,41,36,15,16,16,8,9,5,5,63
6711,69,27,175,68,2.0,3,3,1,87.0,64.0,55.0,73.0,36.0,65.0,53,68,66,62,56,70,38,34,44,71,92,82,89,65,85,61,72,79,63,56,53,28,71,63,66,67,43,28,22,15,10,13,12,12,5,3,68
14875,66,25,177,73,1.0,3,2,1,69.0,41.0,60.0,56.0,57.0,65.0,55,36,53,67,41,56,45,43,69,51,66,72,65,62,67,49,70,55,70,42,65,56,42,52,51,49,57,58,61,6,14,10,8,9,3,5,61
10308,65,27,176,74,1.0,3,3,1,81.0,57.0,55.0,67.0,48.0,66.0,57,58,37,57,55,65,51,42,44,63,82,81,82,66,82,55,69,80,57,59,68,50,64,61,48,61,47,52,50,13,12,15,13,7,5,3,65
3594,72,29,180,92,1.0,3,3,1,53.0,76.0,60.0,67.0,22.0,73.0,42,73,76,71,77,63,63,52,53,73,53,53,68,67,56,86,68,59,88,72,52,20,74,65,76,74,13,18,10,10,10,18,10,13,3,1,72
17186,71,21,170,66,1.0,3,3,1,67.0,51.0,50.0,63.0,35.0,44.0,37,52,34,50,42,62,52,68,47,61,67,67,70,52,77,47,54,46,41,58,44,32,52,61,44,59,38,33,37,14,9,14,14,6,5,3,57
19083,61,19,186,64,2.0,3,2,1,64.0,39.0,50.0,48.0,43.0,52.0,38,31,47,60,39,46,42,34,55,45,61,67,56,51,59,55,58,61,47,34,51,42,54,46,43,44,40,46,45,14,13,12,9,6,3,3,50
17213,73,18,169,58,1.0,2,2,1,71.0,48.0,53.0,58.0,29.0,41.0,37,48,31,62,37,55,40,39,58,57,72,70,71,54,73,52,51,55,34,48,36,21,48,56,41,54,36,26,34,10,11,11,6,11,5,1,57
15360,70,22,178,67,2.0,3,2,1,79.0,59.0,46.0,63.0,21.0,46.0,33,61,55,54,54,63,52,30,40,61,78,80,75,55,72,58,59,59,45,55,30,15,59,51,57,57,21,16,16,15,8,9,8,9,3,3,60
4600,70,30,179,69,1.0,3,3,1,80.0,65.0,68.0,71.0,65.0,65.0,70,58,50,66,72,71,76,75,67,69,79,81,75,69,73,74,65,71,64,68,60,62,66,68,63,65,65,70,68,10,7,6,6,12,3,3,70
1939,82,23,176,69,1.0,3,3,1,89.0,60.0,69.0,75.0,69.0,69.0,74,60,60,73,50,75,71,35,69,75,89,89,81,73,74,67,62,74,63,57,78,70,70,65,40,70,71,70,69,14,14,14,10,8,5,5,75
232,82,28,170,67,1.0,3,4,2,82.0,65.0,78.0,82.0,76.0,68.0,83,65,56,81,61,82,78,51,73,82,82,82,86,81,88,67,75,79,58,62,75,79,78,77,53,78,75,81,78,8,9,12,11,16,5,3,82
14327,71,22,180,76,3.0,4,3,1,69.0,56.0,57.0,65.0,35.0,56.0,50,58,43,61,56,64,52,41,60,67,71,67,71,53,69,57,54,64,55,52,47,23,59,62,46,57,34,38,42,7,7,10,5,14,5,3,62
7649,67,29,191,88,2.0,3,2,1,39.0,32.0,48.0,46.0,67.0,71.0,25,24,71,63,26,40,28,31,58,54,40,39,31,65,42,59,60,53,82,25,71,67,27,44,41,63,68,67,64,16,15,11,7,15,1,3,67
10649,70,25,170,75,2.0,3,2,1,76.0,38.0,52.0,63.0,60.0,69.0,59,32,51,60,27,60,32,32,43,61,77,75,73,57,80,50,72,77,69,40,59,60,58,47,36,62,59,62,64,5,5,5,11,7,5,3,65
9320,68,26,176,72,2.0,4,2,1,78.0,38.0,55.0,63.0,63.0,75.0,51,32,41,64,27,58,38,36,54,63,79,77,77,63,83,49,73,84,68,38,81,65,42,53,46,50,63,68,68,15,10,12,10,5,3,5,66
16406,64,24,176,65,1.0,3,2,1,59.0,43.0,51.0,56.0,58.0,57.0,44,45,52,60,31,55,30,34,55,58,58,59,53,56,69,46,62,63,56,37,51,58,46,50,39,43,59,60,57,15,15,14,11,8,3,3,59
14041,71,21,185,75,2.0,2,3,1,63.0,50.0,61.0,65.0,56.0,60.0,47,46,55,70,45,65,60,54,64,67,67,59,67,57,60,63,67,56,61,45,60,54,58,59,48,60,55,58,53,8,13,10,8,11,3,3,62
16782,73,19,195,80,2.0,3,2,1,53.0,30.0,38.0,39.0,58.0,61.0,32,26,63,48,33,38,27,25,40,41,54,52,34,52,34,44,64,52,69,22,53,54,27,30,33,44,54,63,62,8,6,9,12,15,3,3,58
17144,69,20,182,72,1.0,2,2,1,70.0,46.0,51.0,57.0,52.0,57.0,55,45,48,54,45,55,52,45,50,57,70,70,62,52,64,58,57,60,59,40,48,50,45,44,40,53,53,53,50,9,7,11,11,12,5,3,57
13282,69,24,180,76,2.0,2,2,1,59.0,37.0,49.0,53.0,63.0,59.0,36,36,43,63,32,46,31,47,57,62,54,63,53,63,65,42,55,44,58,37,81,62,41,36,31,48,64,69,68,10,8,9,7,14,3,3,63
3675,77,24,182,71,1.0,3,3,1,74.0,53.0,70.0,72.0,69.0,57.0,76,50,62,74,48,72,73,44,71,74,75,74,69,74,72,62,35,67,52,47,64,68,65,64,65,65,67,72,73,8,10,5,6,13,3,3,72
11718,75,23,194,80,1.0,2,2,1,64.0,25.0,41.0,45.0,64.0,69.0,27,20,62,56,30,44,23,25,52,50,63,65,34,59,34,33,70,59,79,23,58,63,25,28,35,50,64,65,63,10,14,8,7,9,1,3,64
7720,68,26,175,74,1.0,3,3,1,67.0,56.0,68.0,72.0,56.0,64.0,68,56,52,70,48,71,64,48,68,72,69,66,74,67,78,60,45,76,62,55,57,62,62,69,52,66,58,53,47,13,15,12,9,14,3,3,67
8273,74,23,185,75,1.0,3,2,1,59.0,53.0,64.0,65.0,63.0,75.0,58,47,62,68,41,64,59,46,63,67,57,61,62,70,60,70,59,80,82,57,57,65,49,67,41,69,62,64,61,10,9,5,15,10,3,5,67
13988,62,39,185,84,1.0,3,2,1,60.0,27.0,39.0,35.0,64.0,66.0,37,28,72,55,22,22,39,25,24,46,62,59,42,45,48,31,71,59,78,19,42,61,25,29,39,43,64,66,59,6,5,14,9,13,1,5,62
5095,75,24,190,83,1.0,4,3,1,73.0,68.0,68.0,69.0,22.0,75.0,67,68,68,70,65,69,67,50,68,68,70,75,75,68,65,70,71,70,80,65,72,19,75,68,70,70,20,14,14,10,5,10,15,14,5,3,70
3981,71,32,189,82,1.0,3,2,1,45.0,43.0,54.0,53.0,70.0,78.0,40,41,77,67,34,47,48,23,54,62,39,50,40,64,51,71,71,69,85,21,72,69,36,55,50,70,72,68,66,10,14,14,8,8,3,5,71
15476,77,18,180,68,1.0,3,3,1,87.0,58.0,53.0,63.0,28.0,59.0,58,60,32,55,48,61,58,40,54,62,83,90,83,42,76,65,45,62,58,50,60,25,51,44,53,63,30,27,27,7,10,6,12,9,5,1,60
10433,73,22,187,66,3.0,3,2,1,73.0,24.0,41.0,49.0,65.0,72.0,26,23,64,54,25,42,28,20,46,50,75,71,62,59,63,27,78,65,76,20,69,64,28,39,31,50,65,65,64,9,13,5,5,10,1,3,65
8121,72,25,178,72,1.0,3,3,1,67.0,53.0,62.0,67.0,61.0,79.0,53,47,58,70,44,65,45,40,68,70,68,66,69,70,58,73,74,80,80,52,74,65,60,63,41,59,58,62,60,7,14,7,11,14,3,3,67
1878,78,25,176,71,1.0,3,3,1,79.0,48.0,68.0,75.0,70.0,71.0,72,43,60,71,58,75,73,32,64,75,82,76,75,73,74,57,70,82,67,46,68,72,67,68,41,74,67,74,69,8,5,5,11,8,3,3,75
6965,73,23,186,81,2.0,3,2,1,74.0,63.0,61.0,66.0,61.0,77.0,64,66,60,65,52,66,56,52,56,67,75,74,66,65,67,66,62,81,78,55,72,62,60,56,69,60,61,62,60,11,8,11,10,8,5,3,68
4053,71,30,176,74,1.0,5,3,2,76.0,52.0,66.0,68.0,66.0,74.0,65,48,60,67,39,66,74,64,66,67,75,77,80,66,67,62,80,82,71,52,70,68,67,63,49,67,64,68,66,7,15,7,8,13,5,3,71
16702,61,25,178,72,1.0,3,2,1,62.0,54.0,55.0,59.0,48.0,61.0,47,51,49,62,32,60,35,39,52,59,65,60,60,50,68,65,70,67,59,58,57,49,59,60,43,48,45,53,42,14,11,6,6,14,3,3,58
6164,75,24,164,60,1.0,3,4,1,80.0,57.0,69.0,75.0,55.0,51.0,63,51,41,72,49,76,81,53,70,75,82,78,84,64,80,66,61,77,34,64,58,58,63,71,55,59,49,61,59,11,9,15,11,10,5,3,69
8572,72,23,189,77,1.0,2,3,1,73.0,56.0,60.0,62.0,49.0,74.0,62,65,71,66,41,64,53,31,52,69,73,73,38,66,57,44,68,71,78,49,69,51,64,60,56,58,44,48,41,12,12,6,8,10,3,3,67
4533,71,33,192,87,1.0,4,2,1,63.0,36.0,48.0,46.0,70.0,83.0,35,27,74,62,30,40,38,20,56,51,60,66,43,58,39,59,87,74,91,31,71,66,39,42,39,63,70,70,69,10,13,15,15,6,3,5,71
191,87,24,175,73,1.0,3,4,2,84.0,81.0,72.0,86.0,39.0,73.0,66,84,77,77,77,86,76,54,66,86,87,82,91,86,87,82,79,79,69,76,73,32,87,77,75,79,45,30,28,13,8,6,6,15,5,3,83
6287,82,20,185,80,1.0,3,3,1,71.0,57.0,66.0,74.0,63.0,70.0,59,55,61,72,44,77,52,47,65,76,73,70,66,65,61,69,70,73,68,52,71,62,65,70,54,70,56,70,65,11,10,11,9,10,5,5,69
9779,66,31,183,71,2.0,3,4,1,68.0,57.0,67.0,63.0,39.0,50.0,69,59,43,70,56,64,50,46,64,66,65,70,53,58,62,63,36,61,50,47,38,40,53,71,68,62,46,33,29,15,14,9,10,14,5,3,66
3449,77,25,178,62,2.0,3,3,1,75.0,55.0,66.0,70.0,68.0,69.0,72,51,64,69,45,71,59,40,61,70,74,75,73,67,70,62,69,78,66,56,65,66,67,65,47,65,68,71,69,6,11,11,13,13,5,3,72
11227,65,26,180,75,3.0,3,2,1,74.0,35.0,52.0,57.0,60.0,71.0,55,29,60,58,22,55,42,30,52,56,75,74,72,57,66,51,65,73,73,34,65,58,45,44,36,50,60,62,61,13,11,13,10,7,3,3,64
2772,81,23,180,76,1.0,2,3,1,77.0,61.0,72.0,72.0,63.0,77.0,64,59,45,77,52,70,66,63,74,73,76,77,72,72,78,67,58,92,76,63,63,69,67,74,58,74,61,66,62,14,11,16,10,8,3,5,73
14591,71,22,175,70,4.0,4,3,1,76.0,59.0,56.0,63.0,34.0,59.0,55,62,55,59,44,62,48,48,57,63,73,78,70,54,77,64,57,52,61,50,64,45,63,54,53,52,19,33,34,7,8,11,7,11,3,3,61
6766,68,30,185,75,1.0,3,3,1,66.0,68.0,62.0,66.0,26.0,69.0,62,69,66,64,68,66,59,39,59,68,64,68,65,67,57,66,68,73,71,65,61,26,70,67,70,68,20,21,23,6,13,13,13,15,5,3,68
5745,70,26,184,82,1.0,3,3,1,65.0,70.0,58.0,68.0,22.0,67.0,46,72,68,64,64,65,65,48,52,73,58,70,75,67,54,71,68,73,78,65,33,14,71,64,74,68,23,15,14,15,9,8,11,10,3,1,69
